grades,students,yahal,grad_year,subject,city,school_name,school_id,supervision,sector,district
74.51,72,2,2018,אזרחות              ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
73.88,24,3,2018,אנגלית              ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
76.54,35,4,2018,אנגלית              ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
85.2,15,5,2018,אנגלית              ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
72.4,45,5,2018,ביולוגיה            ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
82.31,36,2,2018,הסטוריה לבי'ס ערבי  ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
88.54,35,5,2018,הסטוריה לבי'ס ערבי  ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
78.89,18,5,2018,כימיה               ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
74.48,25,5,2018,מדעי לימודי הסביבה  ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
68.43,46,3,2018,מתמטיקה             ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
71.64,22,4,2018,מתמטיקה             ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
71.48,66,3,2018,עברית לבי'ס ערבי    ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
77.89,72,3,2018,ערבית לערבים        ,אבו גוש             ,מקיף אבו גוש        ,148080,כללי       ,ערבי ,ירושלים       
75,32,2,2018,אזרחות              ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
88.75,24,5,2018,אנגלית              ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
74.78,32,2,2018,הבעה עברית          ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
82.58,24,2,2018,הסטוריה             ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
76.84,32,2,2018,מחשבת ישראל וספרות  ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
80.67,18,3,2018,מתמטיקה             ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
80.84,32,5,2018,תושבע'פ ותלמוד      ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
84.42,26,3,2018,תנ'ך                ,אפרתה               ,"ישיבת בנ""ע אורות    ",142174,דתי        ,יהודי,ירושלים       
83.33,54,2,2018,אזרחות              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
77.79,14,3,2018,אנגלית              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
85.43,21,4,2018,אנגלית              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
91.42,19,5,2018,אנגלית              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
70.81,54,2,2018,הבעה עברית          ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
82.65,54,2,2018,הסטוריה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
83.88,16,5,2018,למודי ארץ ישראל וארכ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
85.65,49,2,2018,מחשבת ישראל וספרות  ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
82.36,11,5,2018,מערכות תקשוב        ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
81.76,33,3,2018,מתמטיקה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
81.93,15,4,2018,מתמטיקה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
80.57,54,5,2018,תושבע'פ ותלמוד      ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
80.56,27,3,2018,תנ'ך                ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
83.15,27,5,2018,תנ'ך                ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
85.09,11,5,2018,תשתיות מחשוב ותקשוב ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
68.96,71,2,2018,אזרחות              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
74.87,31,4,2018,אנגלית              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
87.08,26,5,2018,אנגלית              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
72.74,69,2,2018,הבעה עברית          ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
74.3,71,2,2018,הסטוריה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
71.29,17,5,2018,חקלאות              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
93.72,47,5,2018,מדע וטכנולוגיה לכל  ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
80.1,69,2,2018,מחשבת ישראל וספרות  ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
84.1,39,3,2018,מתמטיקה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
90.23,26,4,2018,מתמטיקה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
82.32,69,5,2018,תושבע'פ ותלמוד      ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
76.8,20,3,2018,תנ'ך                ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
83.29,49,5,2018,תנ'ך                ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
91.06,87,2,2018,אזרחות              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
83.1,49,4,2018,אנגלית              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
89.78,36,5,2018,אנגלית              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
95.86,14,5,2018,ביולוגיה            ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
83.22,87,2,2018,הבעה עברית          ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
89.45,87,2,2018,הסטוריה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
94.42,12,5,2018,כימיה               ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
86.95,19,5,2018,למודי ארץ ישראל וארכ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
93.9,83,5,2018,"מחשבת ישראל לבי""ס דת",בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
92.55,33,3,2018,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
91.94,36,4,2018,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
85.44,18,5,2018,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
96.67,15,5,2018,עצוב                ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
89.35,17,5,2018,פסיכולוגיה התפתחותית,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
91.08,87,3,2018,תושבע'פ ותלמוד      ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
93.57,87,5,2018,תנ'ך                ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
77,23,2,2018,אזרחות              ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
81.2,15,5,2018,אנגלית              ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
74.65,26,2,2018,הבעה עברית          ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
81.16,25,2,2018,הסטוריה             ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
88.83,23,2,2018,מחשבת ישראל וספרות  ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
85.07,15,3,2018,מתמטיקה             ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
84.61,23,5,2018,תושבע'פ ותלמוד      ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
84.54,24,5,2018,תנ'ך                ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
67.33,64,2,2018,אזרחות              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
72.94,17,3,2018,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
77.31,32,4,2018,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
85.43,21,5,2018,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
68.82,65,2,2018,הבעה עברית          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
74.72,65,2,2018,הסטוריה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
83.43,28,5,2018,מדע וטכנולוגיה לכל  ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
80.47,17,5,2018,מדעי החברה          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
81,64,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
73.71,41,3,2018,מתמטיקה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
78.57,14,4,2018,מתמטיקה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
78.35,60,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
76.89,38,3,2018,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
84.04,24,5,2018,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
59.33,33,2,2018,אזרחות              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
82.38,16,5,2018,אלקטרוניקה ומחשבים  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
79.39,23,4,2018,אנגלית              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
67.47,36,2,2018,הבעה עברית          ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
64.88,40,2,2018,הסטוריה             ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
88.68,22,5,2018,מדע וטכנולוגיה לכל  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
74.97,32,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
77.88,26,5,2018,מערכות אלקטרוניות   ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
74.82,22,3,2018,מתמטיקה             ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
72.7,27,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
73.65,26,3,2018,תנ'ך                ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
79.4,70,2,2018,אזרחות              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
90.62,13,5,2018,אמנות )הקולנוע(     ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
75.46,13,4,2018,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
90.65,55,5,2018,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
78.21,14,5,2018,גאוגרפיה            ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
76.83,71,2,2018,הבעה עברית          ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.64,69,2,2018,הסטוריה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
89.29,17,5,2018,מדעי המחשב          ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
84.15,66,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
84.89,18,5,2018,מערכות ביוטכנולוגיה ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
86.14,21,3,2018,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
80.83,23,4,2018,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
83.83,23,5,2018,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
84.57,14,5,2018,פיסיקה              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
82.01,67,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
98.42,12,5,2018,תכנון ותכנות מערכות ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
85.75,63,5,2018,תנ'ך                ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
65.72,160,2,2018,אזרחות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74,44,3,2018,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.11,57,4,2018,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
85.13,61,5,2018,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
78.44,25,5,2018,ביולוגיה            ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
66.94,159,2,2018,הבעה עברית          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
67.94,163,2,2018,הסטוריה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
85,13,5,2018,חוק ומשפט           ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
68.21,14,5,2018,כימיה               ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.71,21,5,2018,למודי ארץ ישראל וארכ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
91.47,19,5,2018,מדע וטכנולוגיה לכל  ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
73.92,13,5,2018,מדעי החברה          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.36,11,5,2018,"מחשבת ישראל לבי""ס כל",בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
63.4,20,3,2018,מנהל תיירותי        ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
79.95,19,5,2018,מערכות אלקטרוניות   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.5,115,3,2018,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
77.54,24,4,2018,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.74,19,5,2018,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
83.36,14,5,2018,ניהול משאבי אנוש    ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
68.83,163,2,2018,ספרות               ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
80.9,20,5,2018,ערבית לבי'ס יהודי   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
80.23,13,5,2018,פיסיקה              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.19,21,5,2018,תיירות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
68.72,163,2,2018,תנ'ך                ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
83.41,81,2,2018,אזרחות              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
89.07,14,5,2018,אמנות שימושית       ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
81.53,19,4,2018,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
91.16,62,5,2018,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
83.31,16,5,2018,ביולוגיה            ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
79.06,81,2,2018,הבעה עברית          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.44,80,2,2018,הסטוריה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
82.5,20,5,2018,מדעי החברה          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
90.13,80,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
93.93,41,3,2018,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
88.57,23,4,2018,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
78.18,17,5,2018,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.58,79,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
87.25,24,3,2018,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.62,55,5,2018,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
92.69,16,5,2018,תקשורת )בנתיב העיוני,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
65.05,39,2,2018,אזרחות              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
73.61,31,3,2018,אנגלית              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
65.69,36,5,2018,גאוגרפיה            ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
58.76,51,2,2018,הבעה עברית          ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
63.51,39,2,2018,הסטוריה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
65.66,35,3,2018,מתמטיקה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
71.08,50,2,2018,ספרות               ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
69.5,40,2,2018,תנ'ך                ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
82.83,84,2,2018,אזרחות              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
92.59,22,5,2018,אמנות שימושית       ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.7,27,4,2018,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
92.36,56,5,2018,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
84.08,25,5,2018,ביולוגיה            ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
79.29,84,2,2018,הבעה עברית          ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
85.89,74,2,2018,הסטוריה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
89.92,13,3,2018,הפקות בתקשורת       ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
87.45,11,5,2018,מדע וטכנולוגיה לכל  ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
86.13,84,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
91.92,40,3,2018,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
81.29,21,4,2018,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.09,23,5,2018,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
87.56,16,5,2018,פיסיקה              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
81.78,82,3,2018,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
86,18,3,2018,תנ'ך                ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
86.48,66,5,2018,תנ'ך                ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
85.31,13,5,2018,תקשורת וחברה        ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
63.67,46,2,2018,אזרחות              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
70.94,16,3,2018,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
74.67,15,4,2018,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
85.94,17,5,2018,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
64.94,51,2,2018,הבעה עברית          ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
70.2,49,2,2018,הסטוריה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
66.82,17,5,2018,מדע וטכנולוגיה לכל  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
66.49,47,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
66.88,17,5,2018,מערכות אלקטרוניות   ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
69.83,35,3,2018,מתמטיקה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
60.67,24,3,2018,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
74.27,22,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72.4,48,3,2018,תנ'ך                ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
76.07,28,2,2018,אזרחות              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
91.19,21,5,2018,אנגלית              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
71.72,29,2,2018,הבעה עברית          ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
80.93,28,2,2018,הסטוריה             ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
83.57,28,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
76.15,26,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
79.35,23,5,2018,תנ'ך                ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
87.14,29,2,2018,אזרחות              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
94.48,25,5,2018,אנגלית              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
82.39,28,2,2018,הבעה עברית          ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
86.59,27,2,2018,הסטוריה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
88.71,28,2,2018,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
85.46,13,5,2018,מתמטיקה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
86.64,25,5,2018,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
90.08,24,5,2018,תנ'ך                ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
66.58,12,2,2018,הבעה עברית          ,ביתר עילית          ,מכון לציון ברינה    ,144196,דתי        ,יהודי,ירושלים       
84.55,11,5,2018,תושבע'פ ותלמוד      ,ביתר עילית          ,מכון לציון ברינה    ,144196,דתי        ,יהודי,ירושלים       
82.45,11,3,2018,תנ'ך                ,ביתר עילית          ,מכון לציון ברינה    ,144196,דתי        ,יהודי,ירושלים       
78,48,2,2018,אזרחות              ,חלמיש               ,"אולפנת בנ""ע שירת הים",521476,דתי        ,יהודי,ירושלים       
76.55,22,4,2018,אנגלית              ,חלמיש               ,"אולפנת בנ""ע שירת הים",521476,דתי        ,יהודי,ירושלים       
