grades,students,yahal,grad_year,subject,city,school_name,school_id,supervision,sector,district
81.83,18,5,2019,מערכות תקשוב        ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
62.36,44,3,2019,מתמטיקה             ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
63.06,17,4,2019,מתמטיקה             ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
62.94,51,3,2019,עברית לבי'ס ערבי    ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
72.72,36,5,2019,עברית לבי'ס ערבי    ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
62.3,37,3,2019,ערבית לערבים        ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
67.36,44,5,2019,ערבית לערבים        ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
83.15,20,5,2019,תשתיות מחשוב ותקשוב ,שגב-שלום            ,מקיף אלסאלם         ,648303,כללי       ,בדואי,דרום          
66.74,129,2,2019,אזרחות              ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
67.6,15,3,2019,אנגלית              ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
67.06,68,4,2019,אנגלית              ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
81.63,48,5,2019,אנגלית              ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
70.39,130,2,2019,הבעה עברית          ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
68.11,131,2,2019,הסטוריה             ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
76.06,16,5,2019,מדעי החברה          ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
67.74,42,5,2019,מנהל וכלכלה         ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
69.55,93,3,2019,מתמטיקה             ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
69.33,21,4,2019,מתמטיקה             ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
71.47,17,5,2019,מתמטיקה             ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
78.25,20,3,2019,ניהול הייצור        ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
72.95,20,5,2019,ניהול ותפעול        ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
78.44,36,3,2019,ניהול משאבי אנוש    ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
69.13,131,2,2019,ספרות               ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
77,13,5,2019,פיסיקה              ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
70.97,130,2,2019,תנ'ך                ,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
72.33,21,5,2019,תקשורת )בנתיב העיוני,שדרות               ,"מקיף ע""ש גוטוירט    ",640318,כללי       ,יהודי,דרום          
77.34,80,2,2019,אזרחות              ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
76.3,23,4,2019,אנגלית              ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
81.63,57,5,2019,אנגלית              ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
82.52,27,5,2019,ביולוגיה            ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
78.11,73,2,2019,הבעה עברית          ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
73.6,80,2,2019,הסטוריה             ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
74.87,15,5,2019,מדע וטכנולוגיה לכל  ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
83.66,68,2,2019,מחשבת ישראל וספרות  ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
78.2,40,3,2019,מתמטיקה             ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
78.83,24,4,2019,מתמטיקה             ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
80.75,12,5,2019,מתמטיקה             ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
81.17,12,5,2019,ספרות               ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
79.21,80,5,2019,תושבע'פ ותלמוד      ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
81.47,78,5,2019,תנ'ך                ,שדרות               ,מקיף דתי            ,670232,דתי        ,יהודי,דרום          
68.36,53,2,2019,אזרחות              ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
70.74,31,3,2019,אנגלית              ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
74.91,23,4,2019,אנגלית              ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
75.09,23,5,2019,ביולוגיה            ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
78.41,64,2,2019,הסטוריה לבי'ס ערבי  ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
67.8,25,5,2019,מדעי לימודי הסביבה  ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
75.13,30,3,2019,מתמטיקה             ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
71.72,46,3,2019,עברית לבי'ס ערבי    ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
76.11,53,3,2019,ערבית לערבים        ,תל שבע              ,טומשין אלביאן תלשבע ,648089,כללי       ,בדואי,דרום          
67.14,97,2,2019,אזרחות              ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
65.56,18,3,2019,אנגלית              ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
71.54,54,4,2019,אנגלית              ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
78.89,19,5,2019,אנגלית              ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
73.68,63,5,2019,ביולוגיה            ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
79.25,104,2,2019,הסטוריה לבי'ס ערבי  ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
71.29,17,5,2019,מדעי לימודי הסביבה  ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
70.41,17,5,2019,מכניקה הנדסית       ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
71.77,56,3,2019,מתמטיקה             ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
65.7,20,4,2019,מתמטיקה             ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
69.28,76,3,2019,עברית לבי'ס ערבי    ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
82.95,19,5,2019,עברית לבי'ס ערבי    ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
70.57,75,3,2019,ערבית לערבים        ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
75.79,19,5,2019,ערבית לערבים        ,תל שבע              ,עמל הדקלים תל שבע   ,678011,כללי       ,בדואי,דרום          
62.36,140,2,2019,אזרחות              ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
67.98,56,3,2019,אנגלית              ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
65.95,42,4,2019,אנגלית              ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
72.92,40,5,2019,ביולוגיה            ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
76.98,140,2,2019,הסטוריה לבי'ס ערבי  ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
61.9,21,5,2019,מדעי לימודי הסביבה  ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
65.08,13,5,2019,מערכות חשמל         ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
57.14,14,5,2019,מערכות פקוד ובקרה   ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
74.31,13,5,2019,מערכות תקשוב        ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
61.37,68,3,2019,מתמטיקה             ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
56.83,12,4,2019,מתמטיקה             ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
63.97,99,3,2019,עברית לבי'ס ערבי    ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
74.58,26,5,2019,עברית לבי'ס ערבי    ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
69.52,122,3,2019,ערבית לערבים        ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
80.4,15,5,2019,רישומי פעילויות בחינ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
84.67,12,5,2019,תכנון ותכנות מערכות ,תל שבע              ,רב תחומי עמל תל שבע ,800144,כללי       ,בדואי,דרום          
53.27,11,2,2019,אזרחות              ,אור יהודה           ,ברנקו וייס אור יהודה,508093,כללי       ,יהודי,תל אביב       
66.05,20,2,2019,אזרחות              ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
69.91,22,2,2019,הבעה עברית          ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
67.35,20,2,2019,הסטוריה             ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
69.91,11,5,2019,חשבונאות            ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
77.48,27,2,2019,מחשבת ישראל וספרות  ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
72.26,23,5,2019,מנהל וכלכלה         ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
76.67,12,3,2019,מתמטיקה             ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
73.45,22,5,2019,תושבע'פ ותלמוד      ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
69.59,22,5,2019,תנ'ך                ,אור יהודה           ,אור חנה             ,541656,דתי        ,יהודי,תל אביב       
68.75,12,5,2019,מערכות תקשוב        ,אור יהודה           ,תיכון יעדים         ,541979,דתי        ,יהודי,תל אביב       
63.73,179,2,2019,אזרחות              ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
88.19,43,5,2019,אמנות )הקולנוע(     ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
81.5,14,5,2019,אמנות שימושית       ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
74,74,3,2019,אנגלית              ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
76.13,63,4,2019,אנגלית              ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
85.86,44,5,2019,אנגלית              ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
71.91,11,5,2019,ביולוגיה            ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
66.61,183,2,2019,הבעה עברית          ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
69.61,178,2,2019,הסטוריה             ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
83.92,13,5,2019,מדעי החברה          ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
80,11,5,2019,מדעי המחשב          ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
69.04,75,5,2019,מנהל וכלכלה         ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
77.18,152,3,2019,מתמטיקה             ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
83.33,12,4,2019,מתמטיקה             ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
76.82,11,5,2019,מתמטיקה             ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
71.56,18,3,2019,ניהול משאבי אנוש    ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
69.75,177,2,2019,ספרות               ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
72.45,20,5,2019,פסיכולוגיה התפתחותית,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
65.71,184,2,2019,תנ'ך                ,אור יהודה           ,יובלים              ,570259,כללי       ,יהודי,תל אביב       
70.09,35,2,2019,אזרחות              ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
77,12,4,2019,אנגלית              ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
83.79,14,5,2019,אנגלית              ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
74.94,35,2,2019,הבעה עברית          ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
73.22,36,2,2019,הסטוריה             ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
80.36,25,5,2019,חשבונאות            ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
80.89,27,5,2019,מנהל וכלכלה         ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
77.33,24,3,2019,מתמטיקה             ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
80.42,36,2,2019,ספרות               ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
76.86,36,2,2019,תנ'ך                ,בני ברק             ,עירוני כללי         ,540377,כללי       ,יהודי,תל אביב       
79.8,30,2,2019,אזרחות              ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
90.8,20,5,2019,אנגלית              ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
83.9,29,2,2019,הבעה עברית          ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
85.31,29,2,2019,הסטוריה             ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
91.85,27,5,2019,"מחשבת ישראל לבי""ס דת",בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
95.18,11,3,2019,מתמטיקה             ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
85.36,11,4,2019,מתמטיקה             ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
91.77,26,5,2019,עצוב                ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
87.56,27,3,2019,תושבע'פ ותלמוד      ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
92.69,29,3,2019,תנ'ך                ,בני ברק             ,אולפנת צביה בני ברק ,540385,דתי        ,יהודי,תל אביב       
75.58,71,2,2019,אזרחות              ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
77.08,12,4,2019,אנגלית              ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
91.85,54,5,2019,אנגלית              ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
68.25,12,5,2019,ביולוגיה            ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
76.43,14,5,2019,בקרת מכונות         ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
80.26,70,2,2019,הבעה עברית          ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
76.53,72,2,2019,הסטוריה             ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
83.76,25,5,2019,מדעי המחשב          ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
82.35,72,2,2019,מחשבת ישראל וספרות  ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
80.52,21,3,2019,מתמטיקה             ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
81.13,15,4,2019,מתמטיקה             ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
87.33,33,5,2019,מתמטיקה             ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
90.75,20,5,2019,פיסיקה              ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
74.18,17,3,2019,תושבע'פ ותלמוד      ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
82.98,55,5,2019,תושבע'פ ותלמוד      ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
78.5,16,3,2019,תנ'ך                ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
83.86,56,5,2019,תנ'ך                ,בני ברק             ,ישיבה תיכונית       ,540849,דתי        ,יהודי,תל אביב       
64.65,37,2,2019,אזרחות              ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
78.23,22,3,2019,אנגלית              ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
70.07,15,5,2019,גאוגרפיה            ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
60.94,36,2,2019,הבעה עברית          ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
67.21,34,2,2019,הסטוריה             ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
72.46,39,2,2019,מחשבת ישראל וספרות  ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
70.2,15,3,2019,מתמטיקה             ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
77.42,12,5,2019,עצוב                ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
71.35,34,5,2019,תושבע'פ ותלמוד      ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
76.92,39,3,2019,תנ'ך                ,בני ברק             ,מקיף לאורו נלך      ,541367,דתי        ,יהודי,תל אביב       
70.38,13,2,2019,אזרחות              ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
73.75,12,3,2019,אנגלית              ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
74.69,13,2,2019,הבעה עברית          ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
67.08,12,2,2019,הסטוריה             ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
75.85,13,2,2019,מחשבת ישראל וספרות  ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
76.85,13,3,2019,מתמטיקה             ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
84,11,5,2019,עצוב אופנה          ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
79,12,3,2019,תושבע'פ ותלמוד      ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
78.36,14,3,2019,תנ'ך                ,בני ברק             ,אולפנית טכנולוגית   ,541862,דתי        ,יהודי,תל אביב       
73.22,27,2,2019,אזרחות              ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
78.86,14,3,2019,אנגלית              ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
84.45,11,5,2019,אנגלית              ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
72.26,27,2,2019,הבעה עברית          ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
73.75,28,2,2019,הסטוריה             ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
77.87,31,2,2019,מחשבת ישראל וספרות  ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
78.12,17,3,2019,מתמטיקה             ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
75.67,30,5,2019,תושבע'פ ותלמוד      ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
79.3,27,3,2019,תנ'ך                ,בני ברק             ,אורט דתי לבנות      ,570176,דתי        ,יהודי,תל אביב       
64.59,22,2,2019,אזרחות              ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
86,15,5,2019,אמנות )הקולנוע(     ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
72.53,15,4,2019,אנגלית              ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
62.75,24,2,2019,הבעה עברית          ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
67.42,24,2,2019,הסטוריה             ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
71.73,22,2,2019,מחשבת ישראל וספרות  ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
78.65,23,3,2019,מתמטיקה             ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
68.13,24,5,2019,תושבע'פ ותלמוד      ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
72.96,23,3,2019,תנ'ך                ,בני ברק             ,נווה שרה הרצוג      ,770222,דתי        ,יהודי,תל אביב       
72.77,160,2,2019,אזרחות              ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
74.58,26,3,2019,אנגלית              ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
75.82,49,4,2019,אנגלית              ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
87.48,86,5,2019,אנגלית              ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
78.74,35,5,2019,ביולוגיה            ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
73.04,164,2,2019,הבעה עברית          ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
76.02,167,2,2019,הסטוריה             ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
69,12,5,2019,חשבונאות            ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
85.21,33,5,2019,כימיה               ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
84.83,29,5,2019,מדעי החברה          ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
89.67,12,5,2019,מדעי המחשב          ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
66.44,41,5,2019,מנהל וכלכלה         ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
75.65,17,5,2019,מערכות ניהול מידע וי,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
79.4,92,3,2019,מתמטיקה             ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
82.43,28,4,2019,מתמטיקה             ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
80.11,38,5,2019,מתמטיקה             ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
82.06,16,3,2019,ניהול משאבי אנוש    ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
76.46,160,2,2019,ספרות               ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
77.71,21,5,2019,ערבית לבי'ס יהודי   ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
89.48,25,5,2019,פיסיקה              ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
76.07,162,2,2019,תנ'ך                ,בת ים               ,עירוני א' חשמונאים  ,540351,כללי       ,יהודי,תל אביב       
78,40,2,2019,אזרחות              ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
69.72,18,5,2019,אמנות )הקולנוע(     ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
70.59,22,4,2019,אנגלית              ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
82.44,16,5,2019,אנגלית              ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
68.72,40,2,2019,הבעה עברית          ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
74.27,40,2,2019,הסטוריה             ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
81.72,40,2,2019,מחשבת ישראל וספרות  ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
78.95,20,3,2019,מתמטיקה             ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
72.82,11,4,2019,מתמטיקה             ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
73.63,40,3,2019,תושבע'פ ותלמוד      ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
72.67,18,3,2019,תנ'ך                ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
76.86,22,5,2019,תנ'ך                ,בת ים               ,בית וגן דרכא        ,540369,דתי        ,יהודי,תל אביב       
73.55,208,2,2019,אזרחות              ,בת ים               ,עירוני מקיף רמות    ,540492,כללי       ,יהודי,תל אביב       
72.13,31,3,2019,אנגלית              ,בת ים               ,עירוני מקיף רמות    ,540492,כללי       ,יהודי,תל אביב       
76.57,96,4,2019,אנגלית              ,בת ים               ,עירוני מקיף רמות    ,540492,כללי       ,יהודי,תל אביב       
83.58,81,5,2019,אנגלית              ,בת ים               ,עירוני מקיף רמות    ,540492,כללי       ,יהודי,תל אביב       
