grades,students,yahal,grad_year,subject,city,school_name,school_id,supervision,sector,district
81.05,20,2,2019,אזרחות              ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
79.08,12,4,2019,אנגלית              ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
75.76,21,2,2019,הבעה עברית          ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
78.6,20,2,2019,הסטוריה             ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
84.1,20,2,2019,מחשבת ישראל וספרות  ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
82.37,19,5,2019,תושבע'פ ותלמוד      ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
81.1,20,5,2019,תנ'ך                ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
69.1,51,2,2019,אזרחות              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
74.79,33,4,2019,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
86.6,15,5,2019,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
71.02,52,2,2019,הבעה עברית          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
69.1,51,2,2019,הסטוריה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
84,17,5,2019,מדע וטכנולוגיה לכל  ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
92.82,11,5,2019,מדעי החברה          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
81.2,49,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
75.7,30,3,2019,מתמטיקה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
74.61,18,4,2019,מתמטיקה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
80.71,42,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
78.58,31,3,2019,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
82.95,19,5,2019,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
68.41,29,2,2019,אזרחות              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
78.48,21,5,2019,אלקטרוניקה ומחשבים  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
70.94,16,4,2019,אנגלית              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
68.63,32,2,2019,הבעה עברית          ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
69.71,34,2,2019,הסטוריה             ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
87.72,32,5,2019,מדע וטכנולוגיה לכל  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
76.04,24,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
85.42,24,5,2019,מערכות אלקטרוניות   ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
72.08,24,3,2019,מתמטיקה             ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
64.93,14,3,2019,תושבע'פ ותלמוד      ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
76.81,16,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
72.44,18,3,2019,תנ'ך                ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
78.36,11,5,2019,תנ'ך                ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
74.07,41,2,2019,אזרחות              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.72,18,4,2019,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
91.09,23,5,2019,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
73.57,14,5,2019,גאוגרפיה            ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
75.13,40,2,2019,הבעה עברית          ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
80.8,40,2,2019,הסטוריה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
76.07,40,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
84.08,12,3,2019,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
74.13,16,4,2019,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
77.03,37,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.63,32,5,2019,תנ'ך                ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
67.87,166,2,2019,אזרחות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
67.36,14,5,2019,אלקטרוניקה ומחשבים  ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.8,51,3,2019,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.27,40,4,2019,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
83.35,78,5,2019,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
77.35,20,5,2019,ביולוגיה            ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
70.15,168,2,2019,הבעה עברית          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
71.48,167,2,2019,הסטוריה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
70.92,12,5,2019,כימיה               ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.62,21,5,2019,למודי ארץ ישראל וארכ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
93.14,28,5,2019,מדע וטכנולוגיה לכל  ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
88.13,16,5,2019,מדעי החברה          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
84.17,12,5,2019,מדעי המחשב          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
73.23,13,5,2019,"מחשבת ישראל לבי""ס כל",בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
68.91,23,3,2019,מנהל תיירותי        ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
82.75,28,5,2019,מערכות אלקטרוניות   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
73.63,117,3,2019,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.24,21,4,2019,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.24,25,5,2019,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
92.44,16,5,2019,ניהול משאבי אנוש    ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
73.22,169,2,2019,ספרות               ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
77.79,19,5,2019,ערבית לבי'ס יהודי   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
86.67,12,5,2019,פיסיקה              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
94.25,12,5,2019,תאטרון              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.71,24,5,2019,תיירות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
73.8,161,2,2019,תנ'ך                ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
85.18,76,2,2019,אזרחות              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
89.57,21,5,2019,אמנות שימושית       ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
81.41,22,4,2019,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
91.19,54,5,2019,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
90.71,14,5,2019,ביולוגיה            ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
78.11,76,2,2019,הבעה עברית          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.54,68,2,2019,הסטוריה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.92,13,5,2019,כימיה               ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
83.9,21,5,2019,מדעי החברה          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
90.2,65,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
88.27,11,5,2019,"מחשבת ישראל לבי""ס דת",בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
87.14,37,3,2019,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
91.63,19,4,2019,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.32,19,5,2019,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
79.25,12,3,2019,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
85.97,64,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
88.12,26,3,2019,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
86.76,50,5,2019,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
65.8,41,2,2019,אזרחות              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
76.56,25,3,2019,אנגלית              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
76.71,14,4,2019,אנגלית              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
65.1,30,5,2019,גאוגרפיה            ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
72.14,44,2,2019,הבעה עברית          ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
67.1,42,2,2019,הסטוריה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
64.45,33,3,2019,מתמטיקה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
71.89,45,2,2019,ספרות               ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
73.54,39,2,2019,תנ'ך                ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
80.02,54,2,2019,אזרחות              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
92.25,12,5,2019,אמנות שימושית       ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
85.47,17,4,2019,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
91.28,36,5,2019,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.44,18,5,2019,ביולוגיה            ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
81.54,54,2,2019,הבעה עברית          ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
84.52,54,2,2019,הסטוריה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
87.86,35,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
88.89,18,3,2019,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.95,19,4,2019,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.29,17,5,2019,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
92.33,18,5,2019,ספרות               ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
76.27,49,3,2019,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
84.81,48,5,2019,תנ'ך                ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
69.09,43,2,2019,אזרחות              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
70.33,12,5,2019,אלקטרוניקה ומחשבים  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
75,17,3,2019,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72.24,17,4,2019,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
68.38,42,2,2019,הבעה עברית          ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
75.02,43,2,2019,הסטוריה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
73.16,43,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
85.09,11,5,2019,מערכות אלקטרוניות   ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
69.31,29,3,2019,מתמטיקה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
64.87,15,3,2019,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
68.57,28,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
68.44,25,3,2019,תנ'ך                ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72.41,17,5,2019,תנ'ך                ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
81.17,24,2,2019,אזרחות              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
92.71,21,5,2019,אנגלית              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
83.73,22,2,2019,הבעה עברית          ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
82.96,24,2,2019,הסטוריה             ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
88.64,22,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
88.95,20,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
82.78,23,5,2019,תנ'ך                ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
86,37,2,2019,אזרחות              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
92.27,33,5,2019,אנגלית              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
85.5,14,5,2019,ביולוגיה            ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
79.95,37,2,2019,הבעה עברית          ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
86.46,37,2,2019,הסטוריה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
90.03,34,2,2019,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
86.18,17,3,2019,מתמטיקה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
90.28,29,5,2019,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
91.21,28,5,2019,תנ'ך                ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
65.42,12,2,2019,אזרחות              ,ביתר עילית          ,המדרשה החסידית      ,144196,דתי        ,יהודי,ירושלים       
66.42,12,2,2019,הבעה עברית          ,ביתר עילית          ,המדרשה החסידית      ,144196,דתי        ,יהודי,ירושלים       
73.45,11,2,2019,הסטוריה             ,ביתר עילית          ,המדרשה החסידית      ,144196,דתי        ,יהודי,ירושלים       
76.36,11,2,2019,מחשבת ישראל וספרות  ,ביתר עילית          ,המדרשה החסידית      ,144196,דתי        ,יהודי,ירושלים       
