grades,students,yahal,grad_year,subject,city,school_name,school_id,supervision,sector,district
82.29,21,4,2017,אנגלית              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
80.73,26,5,2017,אנגלית              ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
75.94,18,5,2017,גאוגרפיה            ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
68.02,66,2,2017,הבעה עברית          ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
74.02,66,2,2017,הסטוריה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
75.86,14,5,2017,למודי ארץ ישראל וארכ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
78.68,62,2,2017,מחשבת ישראל וספרות  ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
78.27,51,3,2017,מתמטיקה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
72.45,11,4,2017,מתמטיקה             ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
75.73,60,5,2017,תושבע'פ ותלמוד      ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
75.53,32,3,2017,תנ'ך                ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
80.35,34,5,2017,תנ'ך                ,בית אל              ,ישיבת בנע מטה בנימין,140939,דתי        ,יהודי,ירושלים       
67.77,69,2,2017,אזרחות              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
69.33,12,3,2017,אנגלית              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
69.71,31,4,2017,אנגלית              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
83.81,21,5,2017,אנגלית              ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
74.87,69,2,2017,הבעה עברית          ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
77.58,67,2,2017,הסטוריה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
82.24,51,5,2017,מדע וטכנולוגיה לכל  ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
81.83,66,2,2017,מחשבת ישראל וספרות  ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
84.79,38,3,2017,מתמטיקה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
88.48,27,4,2017,מתמטיקה             ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
82.42,65,5,2017,תושבע'פ ותלמוד      ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
75.63,16,3,2017,תנ'ך                ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
86.11,53,5,2017,תנ'ך                ,בית אל              ,ישיבת בני צבי בית אל,141739,דתי        ,יהודי,ירושלים       
84.47,90,2,2017,אזרחות              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
84.68,66,4,2017,אנגלית              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
89.17,24,5,2017,אנגלית              ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
88.77,13,5,2017,ביולוגיה            ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
84.57,90,2,2017,הבעה עברית          ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
87.46,90,2,2017,הסטוריה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
93.54,13,5,2017,כימיה               ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
92.45,11,5,2017,למודי ארץ ישראל וארכ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
90.48,69,2,2017,מחשבת ישראל וספרות  ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
95.32,31,3,2017,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
86.15,40,4,2017,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
90.89,19,5,2017,מתמטיקה             ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
95.71,21,5,2017,ספרות               ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
96.9,20,5,2017,עצוב                ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
95.75,12,5,2017,פסיכולוגיה התפתחותית,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
91.52,90,5,2017,תושבע'פ ותלמוד      ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
93.14,90,5,2017,תנ'ך                ,בית אל              ,אולפנת רעיה         ,144337,דתי        ,יהודי,ירושלים       
82.74,19,2,2017,אזרחות              ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
74.85,20,2,2017,הבעה עברית          ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
87.3,20,2,2017,הסטוריה             ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
89.11,19,2,2017,מחשבת ישראל וספרות  ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
81.47,19,5,2017,תושבע'פ ותלמוד      ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
85.89,19,5,2017,תנ'ך                ,בית אל              ,אולפנת צביה תאיר    ,560516,דתי        ,יהודי,ירושלים       
77.41,56,2,2017,אזרחות              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
77.73,15,3,2017,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
80.62,29,4,2017,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
85.94,16,5,2017,אנגלית              ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
67.53,59,2,2017,הבעה עברית          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
71.58,57,2,2017,הסטוריה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
74.79,14,5,2017,חשבונאות            ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
78.31,13,5,2017,מדעי החברה          ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
79.76,54,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
72.42,38,3,2017,מתמטיקה             ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
73.64,50,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
79.79,33,3,2017,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
85.5,24,5,2017,תנ'ך                ,בית שמש             ,"אמי""ת שחר           ",140202,דתי        ,יהודי,ירושלים       
67,23,2,2017,אזרחות              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
84.93,15,5,2017,אלקטרוניקה ומחשבים  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
82.83,18,4,2017,אנגלית              ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
71.12,25,2,2017,הבעה עברית          ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
69.56,27,2,2017,הסטוריה             ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
78.22,23,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
81.28,18,5,2017,מערכות אלקטרוניות   ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
77.1,21,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
75.63,16,3,2017,תנ'ך                ,בית שמש             ,קרית חינוך          ,140848,דתי        ,יהודי,ירושלים       
78.24,66,2,2017,אזרחות              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
88.74,19,5,2017,אמנות )הקולנוע(     ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.33,15,4,2017,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
91.67,48,5,2017,אנגלית              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
73.7,63,2,2017,הבעה עברית          ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
79.26,66,2,2017,הסטוריה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
94.47,17,5,2017,מדעי המחשב          ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.27,63,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
80.58,19,5,2017,מערכות ביוטכנולוגיה ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
86.35,23,3,2017,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
80.29,21,4,2017,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
89.05,22,5,2017,מתמטיקה             ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
90.93,15,5,2017,פיסיקה              ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
81.82,57,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
85.02,59,5,2017,תנ'ך                ,בית שמש             ,ישיבה שעלי תורה     ,144600,דתי        ,יהודי,ירושלים       
69.5,143,2,2017,אזרחות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
63.93,15,5,2017,אלקטרוניקה ומחשבים  ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
76.13,15,5,2017,אמנות שימושית       ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.42,55,3,2017,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
76.48,46,4,2017,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
86.95,56,5,2017,אנגלית              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
76.56,18,5,2017,ביולוגיה            ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
68.28,155,2,2017,הבעה עברית          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
70.58,150,2,2017,הסטוריה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
71,21,5,2017,למודי ארץ ישראל וארכ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.21,24,5,2017,מדע וטכנולוגיה לכל  ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
86.54,13,5,2017,מדעי החברה          ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.21,19,3,2017,מנהל תיירותי        ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
93.67,21,5,2017,מערכות אלקטרוניות   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
75.55,102,3,2017,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
71.14,21,4,2017,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
80.64,22,5,2017,מתמטיקה             ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.17,153,2,2017,ספרות               ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
80.65,20,5,2017,ערבית לבי'ס יהודי   ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
86.36,14,5,2017,פיסיקה              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
74.53,19,5,2017,תיירות              ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
72.77,146,2,2017,תנ'ך                ,בית שמש             ,ברנקו וייס בית שמש  ,160432,כללי       ,יהודי,ירושלים       
86.09,67,2,2017,אזרחות              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
79.89,27,4,2017,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
92.44,39,5,2017,אנגלית              ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
87.14,14,5,2017,ביולוגיה            ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
77.28,67,2,2017,הבעה עברית          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
85.12,66,2,2017,הסטוריה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
90,21,5,2017,מדעי החברה          ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
90,67,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
93.07,44,3,2017,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
92.14,14,4,2017,מתמטיקה             ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
85.61,61,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
89.52,21,3,2017,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
89.57,46,5,2017,תנ'ך                ,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
89.31,13,5,2017,תקשורת )בנתיב העיוני,בית שמש             ,אולפנת שעלי תורה    ,193185,דתי        ,יהודי,ירושלים       
61.64,33,2,2017,אזרחות              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
75.36,22,3,2017,אנגלית              ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
68,13,5,2017,גאוגרפיה            ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
64.41,37,2,2017,הבעה עברית          ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
65.13,32,2,2017,הסטוריה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
58.7,20,5,2017,מדע וטכנולוגיה לכל  ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
64.9,31,3,2017,מתמטיקה             ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
76.29,41,2,2017,ספרות               ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
65.7,33,2,2017,תנ'ך                ,בית שמש             ,ברנקו וייס אתגרי    ,226670,כללי       ,יהודי,ירושלים       
86.61,69,2,2017,אזרחות              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
94.83,18,5,2017,אמנות שימושית       ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
81.88,26,4,2017,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
92.83,42,5,2017,אנגלית              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
86.44,18,5,2017,ביולוגיה            ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
83.06,69,2,2017,הבעה עברית          ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
84.94,69,2,2017,הסטוריה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
88.58,48,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
89,26,3,2017,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
86,20,4,2017,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
88.22,23,5,2017,מתמטיקה             ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
94.35,20,5,2017,ספרות               ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
88.44,16,5,2017,פיסיקה              ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
85.77,65,3,2017,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
85.02,66,5,2017,תנ'ך                ,בית שמש             ,אולפנת נוגה         ,238121,דתי        ,יהודי,ירושלים       
73.02,47,2,2017,אזרחות              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
74.92,13,5,2017,אלקטרוניקה ומחשבים  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
79.5,14,3,2017,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
79.29,17,4,2017,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
84.93,14,5,2017,אנגלית              ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
69.13,48,2,2017,הבעה עברית          ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
78.56,39,2,2017,הסטוריה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
77.09,44,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
75.47,17,5,2017,מערכות אלקטרוניות   ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72.07,28,3,2017,מתמטיקה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
81.42,12,4,2017,מתמטיקה             ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
66.3,27,3,2017,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
78.25,20,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
87.63,19,3,2017,תנ'ך                ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72.26,23,5,2017,תנ'ך                ,בית שמש             ,"אמי""ת דביר לבנים    ",338418,דתי        ,יהודי,ירושלים       
72,23,2,2017,אזרחות              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
93.29,21,5,2017,אנגלית              ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
74.43,23,2,2017,הבעה עברית          ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
75.32,22,2,2017,הסטוריה             ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
81.48,23,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
74.3,20,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
81.13,16,5,2017,תנ'ך                ,בית שמש             ,אהבת ישראל          ,353599,דתי        ,יהודי,ירושלים       
85.97,39,2,2017,אזרחות              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
92.53,30,5,2017,אנגלית              ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
90.19,16,5,2017,ביולוגיה            ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
79.97,38,2,2017,הבעה עברית          ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
87,36,2,2017,הסטוריה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
89.03,38,2,2017,מחשבת ישראל וספרות  ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
90.7,23,3,2017,מתמטיקה             ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
84.38,13,5,2017,עצוב                ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
76.17,12,3,2017,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
91.08,26,5,2017,תושבע'פ ותלמוד      ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
86.79,14,3,2017,תנ'ך                ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
89.63,24,5,2017,תנ'ך                ,בית שמש             ,אולפנת אהבת ישראל   ,460667,דתי        ,יהודי,ירושלים       
74.64,14,2,2017,אזרחות              ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
86.31,13,5,2017,אנגלית              ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
67.07,14,2,2017,הבעה עברית          ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
79.27,11,2,2017,הסטוריה             ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
81.08,13,3,2017,מתמטיקה             ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
76.25,12,2,2017,ספרות               ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
78.67,15,3,2017,תושבע'פ ותלמוד      ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
78.5,12,3,2017,תנ'ך                ,דולב                ,אולפנת דולב         ,160374,דתי        ,יהודי,ירושלים       
82.55,11,2,2017,אזרחות              ,חלמיש               ,"אולפנת בנ""ע שירת הים",521476,דתי        ,יהודי,ירושלים       
73.83,12,2,2017,הבעה עברית          ,חלמיש               ,"אולפנת בנ""ע שירת הים",521476,דתי        ,יהודי,ירושלים       
77.91,11,2,2017,הסטוריה             ,חלמיש               ,"אולפנת בנ""ע שירת הים",521476,דתי        ,יהודי,ירושלים       
