school_id,school_x,school_y
104497,34.94995413,32.57018431
104513,34.96563188,32.56128795
104547,34.9461767,32.56542449
104554,34.95603644,32.56571488
104588,34.94816763,32.42674099
104596,34.92035906,32.42506721
104612,34.92150778,32.4317247
104638,34.94906251,32.41479462
104646,34.91083015,32.43572205
104653,34.92286384,32.43673244
104679,34.90440163,32.44075668
104703,34.95196187,32.41963385
104711,34.91853785,32.43953614
104737,34.88037579,32.43891169
104745,34.95292256,32.51770041
104752,34.95292256,32.51770041
104760,34.95292256,32.51770041
104778,34.92097332,32.51068908
104794,35.02244556,32.78419717
104802,34.91843262,32.50981766
104810,34.91294139,32.50981407
104836,34.91294139,32.50981407
104851,34.9224483,32.49841975
104885,34.91491531,32.50820452
104893,34.9224483,32.49841975
104927,34.91491531,32.50820452
104950,34.91843262,32.50981766
104968,34.91843262,32.50981766
104976,34.92083435,32.50749662
104984,34.92057856,32.50762229
104992,34.9721217,32.76525034
105015,35.00067171,32.48242959
105023,34.98192852,32.48581545
105031,34.93989692,32.56808054
105049,34.90391897,32.51881922
105064,35.00760467,32.77599629
105098,35.03718087,32.77041267
105122,35.04344419,32.77134061
105148,34.99202182,32.69934383
105171,34.95950533,32.7269129
105189,34.95626807,32.75178457
105197,35.04143266,32.44488617
105213,35.00540962,32.46143554
105221,35.03238305,32.52301021
105239,35.03516326,32.38537118
105247,35.14528051,32.50490789
105254,34.97044439,32.75368739
105262,34.969296,32.76025866
105288,34.97181077,32.75349156
105296,34.9661404,32.75905343
105304,34.96810636,32.76218606
105338,35.01777243,32.79330647
105353,34.99270645,32.81565572
105379,34.98888127,32.81663203
105395,34.98624308,32.82125315
105403,35.07076866,32.82021782
105411,35.05956112,32.83670636
105429,35.05704455,32.83422376
105445,35.07227782,32.81789305
105452,35.05905125,32.82842821
105460,35.05864505,32.82865317
105478,35.07273466,32.82671211
105502,35.06273027,32.83190396
105510,35.07171082,32.82576425
105528,35.055939,32.8374956
105551,35.07171082,32.82576425
105577,35.06602724,32.82710162
105585,34.95583219,32.81642648
105593,34.88421519,32.43872312
105601,34.91536135,32.43527264
105619,34.8897735,32.43960281
105627,34.9204846,32.42232617
105643,34.90875702,32.44212862
105650,34.91786119,32.43494471
105668,34.94565238,32.4176913
105676,34.66091256,31.79852332
105692,35.09821658,32.75464539
105734,35.0387432,32.54874529
105742,34.91024344,32.53437105
105759,34.91002528,32.53598464
105767,34.91212999,32.54348295
105775,35.0387432,32.54874529
105783,35.06854013,32.81801528
105791,35.00578983,32.80014995
105809,35.10882568,32.72273347
105817,35.10305877,32.81323295
105866,35.05855847,32.69199075
105932,35.05855847,32.69199075
105965,35.04204188,32.69129416
105973,35.04204188,32.69129416
105981,35.0558156,32.68696498
105999,35.0558156,32.68696498
106013,35.04931898,32.70095171
106021,35.04649135,32.70180481
106062,35.05855847,32.69199075
106088,35.12427463,31.65585815
106104,35.05855847,32.69199075
106120,35.22654594,31.65247243
106138,35.05855847,32.69199075
106153,35.12444378,31.66762756
106179,34.95024316,32.59606447
106195,35.12623891,31.65206253
106203,35.24155602,31.64403653
106237,34.95323432,32.5929956
106252,35.17080046,31.72169656
106260,35.22654594,31.65247243
106278,35.14253318,31.67598886
106286,35.05744588,32.72017697
106294,35.14138637,31.64082467
106328,35.05744588,32.72017697
106336,35.05744588,32.72017697
106351,35.10058266,31.60909735
106385,35.06224123,32.71645844
106419,34.99053416,31.75068724
106435,34.9892997,31.74595948
106443,34.99408289,31.74957486
106468,35.14290183,32.5131667
106484,35.14290183,32.5131667
106492,34.99106371,31.74988548
106500,35.14290183,32.5131667
106575,35.14547908,32.52672109
106583,35.14274908,32.51865823
106609,35.14798667,32.51673097
106617,34.97698719,31.74015724
106625,34.99203902,31.75261069
106633,35.15677278,32.52593235
106658,35.15888887,32.52998195
106674,35.14547908,32.52672109
106690,34.98359898,31.75113534
106716,35.1537998,32.51291006
106724,34.98225838,31.74238509
106732,34.98490806,31.75098429
106757,35.16131299,32.51359819
106807,35.15677278,32.52593235
106823,35.15677278,32.52593235
106856,34.97758884,31.74010421
106880,35.1446956,32.53647753
106906,35.14233922,32.52653923
106914,34.97964353,31.74140651
106922,35.14802824,32.51832707
106930,34.98225838,31.74238509
106948,35.14290183,32.5131667
106963,34.99203902,31.75261069
106971,35.1446956,32.53647753
107011,34.98249545,31.74032929
107037,34.98260685,31.74229552
107045,34.98249545,31.74032929
107078,34.99072443,31.74137147
107086,34.98848727,31.7413226
107094,35.0348346,32.40199913
107110,35.04118742,32.39214231
107136,35.03376369,32.42317087
107144,35.03376369,32.42317087
107151,35.03510536,32.43344363
107193,34.98406482,31.74161264
107201,34.98406503,31.74152246
107227,34.98990521,31.74424699
107235,34.98571401,31.74037995
107276,35.17519843,31.86115881
107284,35.16582482,31.86317641
107318,35.16804468,31.86118402
107326,35.16901559,31.86441286
107342,35.16651442,31.85650305
107367,35.16901559,31.86441286
107391,35.16395458,31.86287823
107417,35.16651442,31.85650305
107425,35.16395458,31.86287823
107441,35.37743863,30.93300075
107458,35.11504393,31.5289316
107466,35.11666394,31.53052003
107474,35.11504367,31.52920216
107482,35.11666394,31.53052003
107516,35.11666394,31.53052003
107540,35.12071709,31.5430679
107565,35.11927574,31.54156081
107573,35.11872885,31.52926782
107649,35.16557834,31.66972102
107656,35.15923234,31.66531784
107680,35.08084771,32.83691855
107706,35.07712288,32.83496716
107714,35.08264788,32.84050004
107722,35.09207701,32.85090538
107763,35.14770213,31.65617736
107771,35.07810825,32.8330205
107797,35.07901601,32.83307552
107813,35.07479184,32.82945541
107839,35.0903319,33.00373869
107847,35.0946055,33.00918861
107888,35.0761763,32.83218898
107938,35.07792207,32.82874628
107946,35.10647919,31.52314426
107953,35.10647919,31.52314426
108019,35.30178205,31.79422663
108027,35.07792207,32.82874628
108035,35.29673737,31.77558024
108043,35.2978218,31.78316397
108068,35.29294333,31.77132621
108076,35.29459483,31.76525563
108084,35.293555,31.77068548
108092,35.07717521,32.83571562
108126,35.29743155,31.77300045
108134,35.09090938,32.8534471
108159,35.08534831,32.84194535
108167,35.08907143,32.84558266
108175,35.293555,31.77068548
108191,35.29718232,31.76655243
108258,35.29661111,31.77601321
108282,35.30046942,31.79104412
108290,35.30101221,31.77483756
108381,35.29850139,31.76611858
108407,35.29661111,31.77601321
108415,35.04756103,32.49834944
108431,35.04756103,32.49834944
108456,35.05654014,32.50582674
108464,35.29459483,31.76525563
108498,35.05654014,32.50582674
108514,35.04834644,32.51182242
108522,35.2953637,31.7743006
108530,35.09735111,32.49626456
108555,35.09735111,32.49626456
108571,35.09735111,32.49626456
108589,35.09735111,32.49626456
108597,35.09735111,32.49626456
108605,35.09735111,32.49626456
108621,35.09735111,32.49626456
108647,35.09735111,32.49626456
108654,35.08916763,32.84553767
108696,35.08165825,32.837794
108712,35.07888485,32.84278662
108720,35.07888485,32.84278662
108738,35.08563808,32.8409177
108746,35.08563808,32.8409177
108761,35.07778158,32.83742945
108787,35.07209652,32.83213062
108795,35.07576684,32.83468625
108803,35.29294333,31.77132621
108936,35.30051704,31.77582094
108951,35.30178205,31.79422663
108969,35.29513581,31.77878294
108977,35.29513581,31.77878294
108985,35.29718232,31.76655243
108993,35.29611692,31.7780337
109025,35.30101221,31.77483756
109033,35.30051704,31.77582094
109074,35.15051519,31.8052999
109082,35.14732366,31.79183399
109090,35.14110379,31.79281406
109108,35.15891137,31.80403159
109116,35.14732366,31.79183399
109124,35.14981814,31.80538979
109157,35.14917112,31.79242101
109223,35.16054891,31.80255314
109231,35.15203586,31.80535465
109249,35.15533322,31.80063031
109256,35.1589536,31.80404062
109272,35.1637081,31.79867627
109280,35.14537087,31.80745302
109298,35.40556767,32.07094624
109322,35.40428275,32.06937012
109348,35.04834022,32.03839119
109355,35.06355333,32.83823478
109363,35.04622055,32.03969619
109371,35.05573393,32.02942709
109389,35.04834022,32.03839119
109397,35.04617755,32.04007489
109439,35.06289875,32.84014563
109447,35.43911218,32.01828631
109454,35.06289875,32.84014563
109462,35.52974152,32.3471466
109470,35.06006638,32.84128754
109488,35.51514368,32.36520051
109496,35.48878617,32.24714937
109512,35.44255434,32.04365674
109546,35.06678567,32.84082624
109553,35.06217904,32.8426966
109561,35.4439539,31.99965489
109595,35.10806348,31.80404831
109629,35.06246766,32.84256168
109637,35.30367499,31.87592261
109652,35.12458541,32.00548295
109678,35.12458541,32.00548295
109694,35.17601127,32.00084255
109728,35.26664774,32.07146023
109736,35.25947155,31.95477804
109751,35.07223973,32.8507868
109769,35.25947155,31.95477804
109785,35.25947155,31.95477804
109793,35.06880749,32.84584186
109801,35.29617763,32.05261262
109819,35.06848677,32.84601283
109827,35.06792972,32.84704917
109835,35.07094117,32.84764753
109850,35.07094117,32.84764753
109868,35.07554254,32.84946476
109876,35.07554254,32.84946476
109884,35.07625048,32.85487564
109926,35.27229905,31.84967279
109942,35.06643864,32.85110514
109959,35.06643864,32.85110514
109967,35.12881916,31.82420946
110023,35.19934726,31.79558036
110080,34.63096841,31.76904655
110098,34.90182837,31.80509579
110106,35.17665466,31.76222716
110114,34.83840036,32.08314789
110130,35.21500343,31.76603558
110155,35.18958218,31.78116812
110171,35.21849592,31.75571809
110197,34.84086926,32.09361581
110205,35.20930343,31.77048203
110247,34.83707203,32.0842262
110270,35.20396189,31.76299678
110312,35.16912656,31.76744699
110320,35.16394783,31.75750708
110361,34.81857768,31.86685331
110387,35.0312482,31.91686734
110395,35.0312482,31.91686734
110437,34.83137197,32.00105457
110445,35.17128558,31.75189069
110452,35.21528832,31.76495333
110460,34.77248897,31.97864726
110478,34.63096841,31.76904655
110486,35.20928278,31.77953656
110494,34.77248897,31.97864726
110510,34.82631237,31.88769964
110528,35.29546366,32.75833643
110569,35.29392902,32.5139706
110585,35.1959267,31.78832935
110601,35.13859009,32.80574556
110619,35.20922953,31.77046399
110726,34.93689056,31.80448894
110734,34.9722755,31.76331718
110759,35.29617763,32.05261262
110866,35.21004356,31.79026849
110932,35.18088639,31.76637652
110957,35.22088714,31.78883362
110973,35.21717083,31.7911067
110981,35.20655859,31.76372726
111013,34.98162651,31.74623488
111021,35.21084602,31.79018729
111039,35.24241211,31.83084583
111054,35.19845142,31.7694719
111062,35.18563397,31.77933685
111096,35.15285393,31.7775331
111112,35.2171227,31.7476557
111120,35.23493464,31.83507746
111138,35.19282238,31.7892039
111179,34.99041038,31.74485208
111195,35.11741156,31.53049349
111203,35.19381893,31.75416723
111211,35.07263332,32.85191433
111229,34.91372358,32.25269847
111252,35.21198662,31.79340681
111260,35.22444947,31.80788906
111278,35.22656009,31.80144956
111294,35.18880079,31.78187146
111310,35.2114583,31.78852786
111328,35.12031953,31.65728957
111344,35.2172641,31.77834558
111351,35.23898935,31.8017895
111369,35.14609303,31.80105027
111385,35.16211984,31.66908862
111393,35.19179893,31.78384684
111450,35.11830777,31.52916833
111476,35.30802381,32.97891596
111492,35.23051541,32.8259402
111500,35.19829543,31.7342727
111591,35.2384956,31.83765581
111609,35.23051541,32.8259402
111625,35.2463211,32.84863157
111633,35.24486605,31.83828524
111641,35.21572572,31.80318251
111682,35.17745835,31.75720404
111690,35.23296187,31.7748529
111708,35.25974813,31.95738418
111716,35.29725874,31.77966522
111724,35.13156785,31.87483109
111773,35.19300488,32.85659095
111781,35.08598623,32.64271372
111799,35.08598623,32.64271372
111831,35.23423715,31.80122254
111849,35.22154854,31.94063018
111864,35.18980269,31.7887707
111872,35.18365434,31.75624924
111898,35.17532626,31.75713142
111906,35.18598173,31.72952776
111914,34.65515044,31.79617187
111948,35.20963173,31.78961918
111955,35.31916295,32.68171667
111963,35.12126308,32.00456097
111989,35.77255009,33.26756979
112003,35.19078465,31.7886716
112037,35.11340836,31.81342238
112052,35.33660035,31.82719361
112078,34.97813834,31.73979856
112094,35.05018951,32.03413693
112102,35.1096029,31.69258085
112110,35.22269346,31.90069718
112128,35.29617763,32.05261262
112136,35.23149664,31.74602112
112151,35.3922715,31.81377644
112169,35.21339029,31.78621902
112177,35.29658782,31.77381273
112185,35.18740574,31.73223352
112193,35.04695519,31.963034
112201,35.19582949,31.8116961
112219,35.18920652,31.81840517
112227,35.21731396,31.75705296
112235,35.22910385,31.59689888
112243,35.19432305,31.77696598
112250,35.15103408,31.6558361
112268,34.73885619,31.871357
112284,35.17878379,31.73523524
112292,35.21009637,31.79046689
112300,35.19286077,31.81986654
112326,35.09406373,31.80134944
112334,34.98438066,31.74192883
112342,35.15446547,31.80403894
112359,35.19863307,31.73470561
112367,35.46539423,31.7520879
112391,35.17093659,31.78302237
112409,35.19496344,31.81198462
112433,35.17275349,31.78029926
112458,34.99021336,31.75249941
112482,35.24160815,31.8279692
112490,35.16575127,31.86217536
112516,35.03188852,31.85135935
112524,35.22032836,31.79372169
112532,35.21630514,31.79219801
112540,35.21565096,31.79613011
112565,35.22879583,31.74961103
112573,35.244788,31.82885204
112599,35.49212389,32.10054769
112607,35.22621877,31.6510295
112615,35.2111314,31.79427262
112623,35.20604184,31.79280278
112656,35.21532386,31.79827652
112664,35.22038086,31.79196309
112680,35.22140503,31.79171044
112706,35.2171936,31.80320943
112714,35.21009678,31.797366
112722,35.21006501,31.79583287
112730,35.20963173,31.78961918
112748,35.21516524,31.79628346
112755,35.2185114,31.78846415
112763,35.21234575,31.79479563
112789,35.2146578,31.79091753
112797,35.19935774,31.7969692
112805,35.09912114,31.80208422
112813,35.02261637,31.92971528
112821,35.1200656,31.80948592
112847,35.20389863,31.75097513
112854,35.24687513,31.84239696
112896,35.2197055,31.79451539
112904,34.99350776,31.75187362
112953,35.20088808,31.81707131
112995,35.21771944,31.78797724
113001,35.20206052,31.81419447
113043,35.18745315,31.81888292
113076,35.19356257,31.78004122
113084,35.13109849,31.82697944
113126,35.19064252,31.82123711
113134,35.11948236,31.69662814
113142,35.19093779,31.82446573
113159,35.14270883,31.79271564
113175,35.115928,31.52933806
113183,35.18006303,31.76630421
113191,35.20890315,31.78885264
113217,35.17093652,31.78323881
113258,35.30268107,31.77564794
113274,35.18971241,31.8252051
113290,35.18952221,31.825656
113308,35.3026606,31.77626121
113316,35.2034441,31.81166031
113324,35.2217496,31.94123438
113332,35.21490153,31.79875453
113365,35.01704436,31.92931038
113381,34.86684587,32.08165777
113399,35.21364065,31.75524055
113449,35.24612499,31.81876002
113472,35.25292742,31.81974062
113480,35.34739938,31.95965151
113498,35.18885231,31.78940188
113514,35.11361986,31.69431534
113522,34.98365742,31.73985333
